actual_close,predicted_close,error,percent_error
67.48,68.59411,-1.1141085815429648,-1.651020423151993
56.93,56.441563,0.4884373474121091,0.857961263678393
40.29,40.755836,-0.4658364868164071,-1.156208703937471
58.300000000000004,57.21673,1.0832717895507855,1.858099124443886
65.73,65.221596,0.5084042358398477,0.7734736586640008
65.68,65.54909,0.13091247558594432,0.1993186290894402
46.24,47.093735,-0.8537347412109355,-1.8463121565980438
55.78,55.246006,0.5339939880371105,0.9573215992060066
60.64,58.697456,1.9425436401367193,3.2034031004893126
45.48,47.102627,-1.6226268005371125,-3.5677810038195092
38.15,37.942696,0.20730438232421733,0.5433928763413298
92.74,91.89576,0.8442404174804636,0.9103304048743408
42.985,42.579967,0.40503250122070256,0.9422647463550136
43.855,43.854465,0.0005345153808562486,0.0012188242637242016
52.05,51.903545,0.14645462036132528,0.2813729497816048
31.195,34.11893,-2.9239308166503903,-9.373075225678443
47.44,46.77324,0.6667608642578102,1.4054824288739676
59.02,59.307415,-0.28741500854491875,-0.48697900465082805
53.24,52.350323,0.8896772766113301,1.6710692648597485
45.11,44.41572,0.6942781066894526,1.5390780463078089
46.44,47.086823,-0.6468225097656273,-1.3928133285220226
37.7,38.360775,-0.6607749938964815,-1.7527188167015424
68.43,68.84684,-0.41683990478514943,-0.609147895345827
56.76,54.6435,2.1164987182617168,3.7288560927796284
33.4,33.915348,-0.515348052978517,-1.5429582424506498
39.27,38.289707,0.9802928161621125,2.496289320504488
88.0,93.365616,-5.3656158447265625,-6.097290732643821
59.66,57.06239,2.5976106262206997,4.354023845492289
38.11,37.834118,0.27588211059570256,0.7239100251789624
72.15,73.00924,-0.8592391967773381,-1.1909067176401082
34.75,33.790913,0.9590873718261719,2.75996365993143
37.51,37.0532,0.45680023193359176,1.217809202702191
42.03,42.1487,-0.11870071411132699,-0.2824190200126742
41.615,42.28081,-0.6658113098144511,-1.5999310580666855
44.88000000000001,46.045944,-1.1659442138671778,-2.5979149150338183
46.1,46.46257,-0.3625701904296861,-0.7864863132964991
53.32000000000001,53.966194,-0.6461941528320239,-1.211917015813998
41.7,42.434177,-0.7341773986816378,-1.7606172630255101
62.17,59.97364,2.1963595581054705,3.5328286281252543
31.84,33.494404,-1.6544038391113283,-5.195991957007941
45.54,45.05949,0.4805097961425773,1.0551378922761907
46.52,47.104107,-0.5841069030761687,-1.2556038329238364
31.79,33.904728,-2.1147279357910165,-6.6521797288172895
70.0,70.7098,-0.7098007202148438,-1.0140010288783483
62.3,61.523888,0.7761123657226534,1.2457662371150136
41.28,44.43229,-3.152289123535155,-7.636359310889426
50.54,50.27776,0.262240447998046,0.5188770241354294
44.03,46.554913,-2.5249125671386707,-5.734527747305633
56.58,56.30318,0.27681930541992017,0.48925292580402996
57.43,57.5632,-0.13320190429687528,-0.2319378448491647
90.0,89.02643,0.97357177734375,1.0817464192708333
53.07,51.908543,1.1614573669433597,2.1885384717229317
43.34,42.72996,0.6100386047363315,1.4075648471073638
75.31,74.60871,0.701288757324221,0.9312027052505922
93.92,91.35428,2.5657214355468767,2.731815838529468
36.17,36.17339,-0.0033894348144514197,-0.00937084549198623
55.05,55.724995,-0.674994659423831,-1.2261483368280308
43.52,43.776043,-0.25604293823241875,-0.588333957335521
72.47,72.60958,-0.1395809936523449,-0.1926052071924174
58.03000000000001,57.484245,0.5457546997070395,0.9404699288420462
39.36,39.686275,-0.32627548217773494,-0.8289519364271721
58.12,57.693356,0.42664443969726307,0.7340750855080233
37.4,37.430325,-0.030324554443360796,-0.08108169637262244
54.4,53.460297,0.9397033691406236,1.727395899155558
44.27,43.952778,0.317222137451175,0.7165623163568443
34.7,35.170406,-0.47040634155273153,-1.3556378719098892
73.86,71.35832,2.501677856445312,3.387053691369228
