date,actual_close,predicted_close,error,percent_error
2017-05-23,68.68,68.55483963012695,0.12516036987305768,0.1822369974855237
2017-05-24,68.77,68.47946374893188,0.29053625106811864,0.42247528147174446
2017-05-25,69.62,68.45426991701126,1.1657300829887447,1.6744183898143417
2017-05-26,69.96000000000001,68.47802041530609,1.4819795846939172,2.118324163370379
2017-05-30,70.41,68.55954457521439,1.8504554247856078,2.628114507577912
2017-05-31,69.84,68.69872144699096,1.1412785530090446,1.6341330942282997
2017-06-01,70.1,68.86666823148727,1.233331768512727,1.7593891134275705
2017-06-02,71.76,69.05225755214691,2.707742447853093,3.773331170363842
2017-06-05,72.28,69.24852673530579,3.0314732646942133,4.194069264933887
2017-06-06,72.52,69.48318133592605,3.036818664073948,4.187560209699321
2017-06-07,72.39,69.7638774728775,2.6261225271225044,3.6277421289162928
2017-06-08,71.95,70.09011522054672,1.8598847794532816,2.584968421755777
2017-06-09,70.32,70.43101207733154,-0.1110120773315515,-0.15786700416887303
2017-06-12,69.78,70.68843345165253,-0.9084334516525274,-1.3018536137181533
2017-06-13,70.65,70.80195285081864,-0.1519528508186312,-0.21507834510775822
2017-06-14,70.27,70.83279503583908,-0.5627950358390876,-0.8009037083237337
2017-06-15,69.9,70.81528151273727,-0.9152815127372662,-1.3094156119274194
2017-06-16,70.0,70.74747708559036,-0.7474770855903614,-1.0678244079862307
2017-06-19,70.87,70.6165530180931,0.2534469819069045,0.35762238169451743
2017-06-20,69.91,70.49413574934006,-0.5841357493400636,-0.8355539255329191
2017-06-21,70.27,70.40102057218552,-0.13102057218551977,-0.18645306985273913
2017-06-22,70.26,70.34079163074493,-0.08079163074492612,-0.11498951145022221
2017-06-23,71.21000000000001,70.30522837400436,0.9047716259956502,1.2705682151322146
2017-06-26,70.53,70.28836394786835,0.2416360521316534,0.34260038583815877
2017-06-27,69.21000000000001,70.30831259250641,-1.098312592506403,-1.5869276007894852
2017-06-28,69.8,70.3201334142685,-0.5201334142684999,-0.7451768112729226
2017-06-29,68.49,70.29962033748626,-1.8096203374862654,-2.642167232422639
2017-06-30,68.93,70.22489355325699,-1.2948935532569834,-1.8785631122254218
2017-07-03,68.17,70.10927769184113,-1.9392776918411272,-2.844767040987424
2017-07-05,69.08,69.97222953557967,-0.8922295355796734,-1.2915887892004536
2017-07-06,68.57,69.81936921596527,-1.2493692159652738,-1.8220347323396149
2017-07-07,69.46000000000001,69.65406316757202,-0.19406316757201125,-0.2793883783069554
2017-07-10,69.98,69.50825018644332,0.4717498135566842,0.6741209110555647
2017-07-11,69.99,69.41151861190795,0.5784813880920439,0.8265200572825318
2017-07-12,71.15,69.37589891195297,1.7741010880470327,2.493466040825063
2017-07-13,71.77,69.41747740268707,2.3525225973129267,3.2778634489521066
2017-07-14,72.78,69.5436642718315,3.2363357281684983,4.446737741369192
2017-07-17,73.35,69.75456434249878,3.5954356575012127,4.901752770962799
2017-07-18,73.3,70.05143146038056,3.2485685396194413,4.43188068160906
2017-07-19,73.86,70.40584243535996,3.4541575646400418,4.6766281676686186
2017-07-20,74.22,70.80915742397308,3.4108425760269228,4.595584176808034
2017-07-21,73.79,71.21768131494522,2.572318685054782,3.4859990311082556
2017-07-24,73.6,71.59184741497039,2.008152585029606,2.72846818618153
2017-07-25,74.19,71.9458310341835,2.244168965816499,3.024894144516106
2017-07-26,74.05,72.28519586086273,1.7648041391372686,2.3832601473832122
2017-07-27,73.16,72.61799714803695,0.5420028519630478,0.7408458884131326
2017-07-28,73.04,72.88696922302246,0.15303077697754475,0.20951639783344023
2017-07-31,72.7,73.0909832215309,-0.39098322153090237,-0.5378036059572247
2017-08-01,72.58,73.22670496225356,-0.6467049622535654,-0.8910236459817656
2017-08-02,72.26,73.30321777105331,-1.0432177710533068,-1.4437002090413877
2017-08-03,72.15,73.3052940750122,-1.1552940750121934,-1.601239189206089
2017-08-04,72.68,73.25194314241409,-0.5719431424140851,-0.7869333274822303
2017-08-07,72.4,73.16513751029969,-0.7651375102996809,-1.056819765607294
2017-08-08,72.79,73.06832127094269,-0.27832127094268344,-0.38236196035538317
2017-08-09,72.47,72.96387713432311,-0.49387713432311386,-0.6814918370679093
2017-08-10,71.41,72.85692530632019,-1.4469253063201961,-2.026222246632399
2017-08-11,72.5,72.7326292848587,-0.23262928485870304,-0.32086797911545245
2017-08-14,73.59,72.60323724746704,0.9867627525329681,1.3408924480676288
2017-08-15,73.22,72.51555674552917,0.7044432544708314,0.9620913062972296
2017-08-16,73.65,72.48491211175919,1.1650878882408193,1.581925170727521
2017-08-17,72.4,72.51322644710541,-0.1132264471054043,-0.1563901203113319
2017-08-18,72.49,72.56937938213348,-0.07937938213348161,-0.10950390692989602
2017-08-21,72.15,72.62344391822815,-0.473443918228142,-0.6561939268581316
2017-08-22,73.16,72.65871286392212,0.5012871360778774,0.6851929142671918
2017-08-23,72.72,72.68892207860947,0.031077921390533447,0.042736415553538847
2017-08-24,72.69,72.72208246707916,-0.032082467079163735,-0.04413601193996937
2017-08-25,72.82,72.74777219295501,0.07222780704498177,0.09918677155311972
2017-08-28,72.83,72.77593735694884,0.054062643051153714,0.07423128250879268
